label,m,N,mode,reuse,phase,disk_accesses,avg_io_per_op,wall_ms,cpu_user_ms,cpu_sys_ms,io_wait_ms,height,total_nodes,free_nodes,file_bytes
order_impact,128,100000,seq,1,delete,557525,5.5752,777.5338,261.4020,560.6090,0.0000,0,1587,1587,1632464
order_impact,256,100000,rand,1,insert,457088,4.5709,535.4792,137.9290,426.7910,0.0000,3,542,0,1114236
order_impact,256,100000,rand,1,search,299461,2.9946,314.8204,105.1480,226.8520,0.0000,3,542,0,1114236
order_impact,256,100000,rand,1,delete,500226,5.0023,741.7295,189.1930,592.9940,0.0000,0,542,542,1114236
order_impact,256,100000,seq,1,insert,469199,4.6920,490.2437,95.7590,421.2560,0.0000,3,788,0,1619028
order_impact,256,100000,seq,1,search,299215,2.9922,249.0339,114.1420,148.4890,0.0000,3,788,0,1619028
order_impact,256,100000,seq,1,delete,512818,5.1282,783.4108,185.4240,640.7480,0.0000,0,788,788,1619028
order_impact,512,100000,rand,1,insert,400265,4.0027,563.8050,210.7660,383.8310,0.0000,2,262,0,1078300
order_impact,512,100000,rand,1,search,199740,1.9974,217.3777,97.5580,131.6900,0.0000,2,262,0,1078300
order_impact,512,100000,rand,1,delete,440818,4.4082,2608.8089,210.1820,582.1700,1816.4569,0,262,262,1078300
order_impact,512,100000,seq,1,insert,400652,4.0065,491.0968,129.7110,388.1720,0.0000,2,391,0,1607200
order_impact,512,100000,seq,1,search,199611,1.9961,218.4458,102.0560,128.3180,0.0000,2,391,0,1607200
order_impact,512,100000,seq,1,delete,445468,4.4547,831.1088,241.4030,625.1030,0.0000,0,391,391,1607200
order_impact,1000,100000,rand,1,insert,399378,3.9938,835.9986,263.9840,605.7700,0.0000,2,129,0,1040520
order_impact,1000,100000,rand,1,search,199873,1.9987,250.0848,161.8130,98.4040,0.0000,2,129,0,1040520
order_impact,1000,100000,rand,1,delete,434004,4.3400,870.1192,265.6260,639.7330,0.0000,0,129,129,1040520
order_impact,1000,100000,seq,1,insert,399594,3.9959,779.5337,319.6120,491.5070,0.0000,2,201,0,1616808
order_impact,1000,100000,seq,1,search,199801,1.9980,235.9002,120.6740,124.7850,0.0000,2,201,0,1616808
order_impact,1000,100000,seq,1,delete,456802,4.5680,950.3948,332.2810,656.6120,0.0000,0,201,201,1616808
